timestamp,model,scenario,traffic_rate,packet_rate,throughput_mbps,active_flows,predictions_per_second,avg_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,cpu_percent,memory_mb,dropped_packets,classification_count
2026-08-23T07:39:43.068520,lightgbm,Low Traffic,50 pkts/s,48.6,0.0723168,10,8.0,0.5652599999621089,0.5580999995800084,0.6484999994427199,0.6642999996984145,0.0,0.0,0,40
2026-08-23T07:39:47.570009,lightgbm,Moderate Traffic,250 pkts/s,224.6,0.5263968,10,8.0,0.6224350000138656,0.5868999996891944,0.8232000000134576,1.0044999999081483,0.0,0.0,0,80
2026-08-23T07:39:52.072471,lightgbm,High Traffic,1000 pkts/s,640.6,1.5587168,10,8.0,0.7362050000059147,0.6683000001430628,1.1820999998235493,1.3392999999268795,0.0,0.0,0,120
